	tetracycline_efflux_MFS_transporter_Tet(B)	tetracycline_repressor_protein_class_A(tetR)	tetracycline_efflux_MFS_transporter_Tet(G)	tetracycline_resistance_transcriptional_repressor_TetR(G)	tetracycline_efflux_MFS_transporter_Tet(D)	Group
ZD2019014	0	0	0	0	0	S
ZD2019019	0	0	0	0	0	S
ZD2019020	0	0	0	0	0	S
ZD2019022	0	0	0	0	0	S
ZD2019023	0	0	0	0	0	S
ZD2019037	0	0	0	0	0	S
ZD2019038	0	0	0	0	0	S
ZD2019040	0	0	0	0	0	S
ZD2019045	0	0	0	0	0	S
ZD2019059	0	0	0	0	0	S
ZD2019062	0	0	0	0	0	S
ZD2019065	0	0	0	0	0	S
ZD2019075	0	0	0	0	0	S
ZD2019099	0	0	0	0	0	S
ZD2019100	0	0	0	0	0	S
ZD2019101	0	0	0	0	0	S
ZD2019115	0	0	0	0	0	S
ZD2019123	0	0	0	0	0	S
ZD2019128	0	0	0	0	0	S
ZD2019129	0	0	0	0	0	S
ZD2019133	0	0	0	0	0	S
ZD2019134	0	0	0	0	0	S
ZD2019137	0	0	0	0	0	S
ZD2019138	0	0	0	0	0	S
ZD2020024	0	0	0	0	0	S
ZD2020025	0	0	0	0	0	S
ZD2020026	0	0	0	0	0	S
ZD2020027	0	0	0	0	0	S
ZD2020029	0	0	0	0	0	S
ZD2020030	0	0	0	0	0	S
ZD2020031	0	0	0	0	0	S
ZD2020032	0	0	0	0	0	S
ZD2020033	0	0	0	0	0	S
ZD2020035	0	0	0	0	0	S
ZD2020036	0	0	0	0	0	S
ZD2020037	0	0	0	0	0	S
ZD2020038	0	0	0	0	0	S
ZD2020042	0	0	0	0	0	S
ZD2020043	0	0	0	0	0	S
ZD2020044	0	0	0	0	0	S
ZD2020045	0	0	0	0	0	S
ZD2020046	0	0	0	0	0	S
ZD2020047	0	0	0	0	0	S
ZD2020048	0	0	0	0	0	S
ZD2020049	0	0	0	0	0	S
ZD2020050	0	0	0	0	0	S
ZD2020051	0	0	0	0	0	S
ZD2020059	0	0	0	0	0	S
ZD2020060	0	0	0	0	0	S
ZD2020061	0	0	0	0	0	S
ZD2020062	0	0	0	0	0	S
ZD2020070	0	0	0	0	0	S
ZD2020072	0	0	0	0	0	S
ZD2020076	0	0	0	0	0	S
ZD2020078	0	0	0	0	0	S
ZD2020079	0	0	0	0	0	S
ZD2020080	0	0	0	0	0	S
ZD2020082	0	0	0	0	0	S
ZD2020083	0	0	0	0	0	S
ZD2020086	0	0	0	0	0	S
ZD2020087	0	0	0	0	0	S
ZD2020088	0	0	0	0	0	S
ZD2020089	0	0	0	0	0	S
ZD2020090	0	0	0	0	0	S
ZD2020091	0	0	0	0	0	S
ZD2020092	0	0	0	0	0	S
ZD2020093	0	0	0	0	0	S
ZD2020094	0	0	0	0	0	S
ZD2020095	0	0	0	0	0	S
ZD2020096	0	0	0	0	0	S
ZD2020097	0	0	0	0	0	S
ZD2020098	0	0	0	0	0	S
ZD2020100	0	0	0	0	0	S
ZD2020104	0	0	0	0	0	S
ZD2020105	0	0	0	0	0	S
ZD2020133	0	0	0	0	0	S
ZD2020136	0	0	0	0	0	S
ZD2020138	0	0	0	0	0	S
ZD2020139	0	0	0	0	0	S
ZD2020140	0	0	0	0	0	S
ZD2020141	0	0	0	0	0	S
ZD2020142	0	0	0	0	0	S
ZD2020143	0	0	0	0	0	S
ZD2020144	0	0	0	0	0	S
ZD2020145	0	0	0	0	0	S
ZD2020148	0	0	0	0	0	S
ZD2020149	0	0	0	0	0	S
ZD2020150	0	0	0	0	0	S
ZD2020154	0	0	0	0	0	S
ZD2020155	0	0	0	0	0	S
ZD2020156	0	0	0	0	0	S
ZD2020158	0	0	0	0	0	S
ZD2020159	0	0	0	0	0	S
ZD2020160	0	0	0	0	0	S
ZD2020161	0	0	0	0	0	S
ZD2020163	0	0	0	0	0	S
ZD2020164	0	0	0	0	0	S
ZhejiangCDC_ZJ-0576-138-2021-00244-SM	0	0	0	0	0	S
ZhejiangCDC_ZJ-0579-118-2022-00203	0	0	0	0	0	S
ZhejiangCDC_ZJ-0579-118-2022-00204	0	0	0	0	0	S
ZhejiangCDC_ZJ22HH0316SAL	0	0	0	0	0	S
ZhejiangCDC_ZJ22HH0317SAL	0	0	0	0	0	S
ZhejiangCDC_ZJ22HH0318SAL	0	0	0	0	0	S
ZhejiangCDC_ZJ22HH0320SAL	0	0	0	0	0	S
ah19S100	0	0	0	0	0	S
ah19S101	0	0	0	0	0	S
ah19S102	0	0	0	0	0	S
ah19S105	0	0	0	0	0	S
ah19S117	0	0	0	0	0	S
ah19S118	0	0	0	0	0	S
ah19S119	0	0	0	0	0	S
ah19S120	0	0	0	0	0	S
ah19S122	0	0	0	0	0	S
ah19S123	0	0	0	0	0	S
ah19S124	0	0	0	0	0	S
ah19S125	0	0	0	0	0	S
ah19S126	0	0	0	0	0	S
ah19S127	0	0	0	0	0	S
ah19S13	0	0	0	0	0	S
ah19S131	0	0	0	0	0	S
ah19S134	0	0	0	0	0	S
ah19S14	0	0	0	0	0	S
ah19S142	0	0	0	0	0	S
ah19S143	0	0	0	0	0	S
ah19S149	0	0	0	0	0	S
ah19S162	0	0	0	0	0	S
ah19S163	1	0	0	0	0	S
ah19S171	0	0	0	0	0	S
ah19S176	0	0	0	0	0	S
ah19S182	0	0	0	0	0	S
ah19S185	0	0	0	0	0	S
ah19S187	0	0	0	0	0	S
ah19S197	0	0	0	0	0	S
ah19S2	0	0	0	0	0	S
ah19S205	0	0	0	0	0	S
ah19S212	0	0	0	0	0	S
ah19S213	0	0	0	0	0	S
ah19S216	0	0	0	0	0	S
ah19S219	0	0	0	0	0	S
ah19S22	0	0	0	0	0	S
ah19S221	0	0	0	0	0	S
ah19S222	0	0	0	0	0	S
ah19S223	0	0	0	0	0	S
ah19S224	0	0	0	0	0	S
ah19S226	0	0	0	0	0	S
ah19S23	0	1	0	0	0	S
ah19S230	0	0	0	0	0	S
ah19S231	0	0	0	0	0	S
ah19S3	0	0	0	0	0	S
ah19S31	0	0	0	0	0	S
ah19S35	0	0	0	0	0	S
ah19S37	0	0	0	0	0	S
ah19S38	0	0	0	0	0	S
ah19S4	0	0	0	0	0	S
ah19S40	0	0	0	0	0	S
ah19S41	0	0	0	0	0	S
ah19S42	0	0	0	0	0	S
ah19S45	0	0	0	0	0	S
ah19S46	0	0	0	0	0	S
ah19S53	0	0	0	0	0	S
ah19S55	0	0	0	0	0	S
ah19S56	0	0	0	0	0	S
ah19S57	0	0	0	0	0	S
ah19S59	0	0	0	0	0	S
ah19S60	0	0	0	0	0	S
ah19S61	0	0	0	0	0	S
ah19S62	0	0	0	0	0	S
ah19S63	0	0	0	0	0	S
ah19S66	0	0	0	0	0	S
ah19S67	0	0	0	0	0	S
ah19S68	0	0	0	0	0	S
ah19S70	0	0	0	0	0	S
ah19S71	0	0	0	0	0	S
ah19S73	0	0	0	0	0	S
ah19S75	0	0	0	0	0	S
ah19S76	0	0	0	0	0	S
ah19S81	0	0	0	0	0	S
ah19S83	0	0	0	0	0	S
ah19S84	0	0	0	0	0	S
ah19S87	0	0	0	0	0	S
ah19S90	0	0	0	0	0	S
ah19S92	0	0	0	0	0	S
ah19S93	0	0	0	0	0	S
ah19S94	0	0	0	0	0	S
ah19S96	0	0	0	0	0	S
ah19S97	0	0	0	0	0	S
ah19S98	0	0	0	0	0	S
ah19S99	0	0	0	0	0	S
ah21S10	0	0	0	0	0	S
ah21S11	0	0	0	0	0	S
ah21S12	0	0	0	0	0	S
ah21S127	0	0	0	0	0	S
ah21S128	0	0	0	0	0	S
ah21S13	0	0	0	0	0	S
ah21S131	0	0	0	0	0	S
ah21S133	0	0	0	0	0	S
ah21S135	1	0	0	0	0	S
ah21S142	0	0	0	0	0	S
ah21S146	0	0	0	0	0	S
ah21S148	0	0	0	0	0	S
ah21S150	0	0	0	0	0	S
ah21S151	0	0	0	0	0	S
ah21S154	0	0	0	0	0	S
ah21S157	0	0	0	0	0	S
ah21S161	0	0	0	0	0	S
ah21S162	0	0	0	0	0	S
ah21S163	0	0	0	0	0	S
ah21S165	0	0	0	0	0	S
ah21S179	0	0	0	0	0	S
ah21S18	0	0	0	0	0	S
ah21S189	0	0	0	0	0	S
ah21S19	0	1	0	0	0	S
ah21S192	0	0	0	0	0	S
ah21S196	0	0	0	0	0	S
ah21S199	0	0	0	0	0	S
ah21S2	0	0	0	0	0	S
ah21S200	1	0	0	0	0	S
ah21S203	0	0	0	0	0	S
ah21S213	0	0	0	0	0	S
ah21S214	0	0	0	0	0	S
ah21S217	0	0	0	0	0	S
ah21S22	0	0	0	0	0	S
ah21S228	0	0	0	0	0	S
ah21S231	0	0	0	0	0	S
ah21S232	0	0	0	0	0	S
ah21S233	0	0	0	0	0	S
ah21S235	0	0	0	0	0	S
ah21S239	0	0	0	0	0	S
ah21S24	0	0	0	0	0	S
ah21S240	0	0	0	0	0	S
ah21S242	0	0	0	0	0	S
ah21S244	0	0	0	0	0	S
ah21S252	1	0	0	0	0	S
ah21S254	0	0	0	0	0	S
ah21S255	0	0	0	0	0	S
ah21S257	0	0	0	0	0	S
ah21S26	0	0	0	0	0	S
ah21S261	0	0	0	0	0	S
ah21S262	0	0	0	0	0	S
ah21S263	0	0	0	0	0	S
ah21S27	0	0	0	0	0	S
ah21S29	0	0	0	0	0	S
ah21S30	0	0	0	0	0	S
ah21S34	0	0	0	0	0	S
ah21S37	0	0	0	0	0	S
ah21S38	0	0	0	0	0	S
ah21S50	0	0	0	0	0	S
ah21S56	0	0	0	0	0	S
ah21S7	0	0	0	0	0	S
ah21S70	0	0	0	0	0	S
ah21S71	0	0	0	0	0	S
ah21S74	0	0	0	0	0	S
ah21S75	0	0	0	0	0	S
ah21S83	0	0	0	0	0	S
ah21S85	0	0	0	0	0	S
ah21S9	0	0	0	0	0	S
ah21S91	0	0	0	0	0	S
ahs1	0	0	0	0	0	S
ahs105	0	0	0	0	0	S
ahs106	0	0	0	0	0	S
ahs110	0	0	0	0	0	S
ahs114	0	0	0	0	0	S
ahs115	0	0	0	0	0	S
ahs116	0	0	0	0	0	S
ahs118	0	0	0	0	0	S
ahs119	0	0	0	0	0	S
ahs123	0	0	0	0	0	S
ahs124	0	0	0	0	0	S
ahs125	0	0	0	0	0	S
ahs128	0	0	0	0	0	S
ahs130	0	0	0	0	0	S
ahs131	0	0	0	0	0	S
ahs132	0	0	0	0	0	S
ahs133	0	0	0	0	0	S
ahs134	0	0	0	0	0	S
ahs136	0	0	0	0	0	S
ahs141	0	0	0	0	0	S
ahs142	0	0	0	0	0	S
ahs143	0	0	0	0	0	S
ahs145	0	0	0	0	0	S
ahs146	0	0	0	0	0	S
ahs147	0	0	0	0	0	S
ahs154	0	0	0	0	0	S
ahs155	0	0	0	0	0	S
ahs157	0	0	0	0	0	S
ahs158	0	0	0	0	0	S
ahs161	0	0	0	0	0	S
ahs162	0	0	0	0	0	S
ahs163	0	0	0	0	0	S
ahs165	0	0	0	0	0	S
ahs166	0	0	0	0	0	S
ahs167	0	0	0	0	0	S
ahs174	0	0	0	0	0	S
ahs175	0	0	0	0	0	S
ahs176	0	0	0	0	0	S
ahs24	0	0	0	0	0	S
ahs42	0	0	0	0	0	S
ahs43	0	0	0	0	0	S
ahs46	0	0	0	0	0	S
ahs48	0	0	0	0	0	S
ahs51	0	0	0	0	0	S
ahs57	0	0	0	0	0	S
ahs60	0	0	0	0	0	S
ahs62	0	0	0	0	0	S
ahs63	0	0	0	0	0	S
ahs65	0	0	0	0	0	S
ahs66	0	0	0	0	0	S
ahs67	0	0	0	0	0	S
ahs68	0	0	0	0	0	S
ahs70	0	0	0	0	0	S
ahs71	0	0	0	0	0	S
ahs73	0	0	0	0	0	S
ahs74	0	0	0	0	0	S
ahs76	0	0	0	0	0	S
ahs77	0	0	0	0	0	S
ahs78	0	0	0	0	0	S
ahs79	0	0	0	0	0	S
ahs80	0	0	0	0	0	S
ahs81	0	0	0	0	0	S
ahs84	0	0	0	0	0	S
ahs98	0	0	0	0	0	S
bjS1	0	0	0	0	0	S
bjS10	0	0	0	0	0	S
bjS100	0	0	0	0	0	S
bjS102	0	0	0	0	0	S
bjS104	0	0	0	0	0	S
bjS106	0	0	0	0	0	S
bjS110	0	0	0	0	0	S
bjS112	0	0	0	0	0	S
bjS115	0	0	0	0	0	S
bjS117	0	0	0	0	0	S
bjS118	0	0	0	0	0	S
bjS123	0	0	0	0	0	S
bjS125	0	0	0	0	0	S
bjS127	0	0	0	0	0	S
bjS128	0	0	0	0	0	S
bjS129	0	0	0	0	0	S
bjS130	0	0	0	0	0	S
bjS132	0	0	0	0	0	S
bjS133	0	0	0	0	0	S
bjS145	0	1	0	0	0	S
bjS146	0	0	0	0	0	S
bjS153	0	0	0	0	0	S
bjS154	1	0	0	0	0	S
bjS156	0	0	0	0	0	S
bjS157	0	0	0	0	0	S
bjS160	0	0	0	0	0	S
bjS161	0	0	0	0	0	S
bjS164	0	0	0	0	0	S
bjS165	0	0	0	0	0	S
bjS17	0	0	0	0	0	S
bjS171	0	0	0	0	0	S
bjS175	0	0	0	0	0	S
bjS176	0	0	0	0	0	S
bjS177	0	0	0	0	0	S
bjS18	0	0	0	0	0	S
bjS180	0	0	0	0	0	S
bjS182	0	0	0	0	0	S
bjS184	0	0	0	0	0	S
bjS185	0	0	0	0	0	S
bjS187	0	0	0	0	0	S
bjS189	0	1	0	0	0	S
bjS19	0	0	0	0	0	S
bjS190	0	0	0	0	0	S
bjS192	0	0	1	1	0	S
bjS194	0	0	0	0	0	S
bjS197	0	0	0	0	0	S
bjS198	0	0	0	0	0	S
bjS199	0	0	0	0	0	S
bjS2	0	0	0	0	0	S
bjS201	0	0	0	0	0	S
bjS202	0	0	0	0	0	S
bjS205	0	0	0	0	0	S
bjS212	0	0	0	0	0	S
bjS214	0	0	0	0	0	S
bjS219	0	0	0	0	0	S
bjS22	0	0	0	0	0	S
bjS225	0	0	0	0	0	S
bjS227	0	0	0	0	0	S
bjS228	0	0	0	0	0	S
bjS23	0	0	0	0	0	S
bjS230	0	0	0	0	0	S
bjS234	0	0	0	0	0	S
bjS235	0	0	0	0	0	S
bjS236	0	0	0	0	0	S
bjS24	0	0	0	0	0	S
bjS25	0	0	0	0	0	S
bjS3	0	0	0	0	0	S
bjS30	0	0	0	0	0	S
bjS34	0	0	0	0	0	S
bjS36	1	0	0	0	0	S
bjS37	0	0	0	0	0	S
bjS39	0	0	0	0	0	S
bjS44	0	0	0	0	0	S
bjS49	0	0	0	0	0	S
bjS5	0	0	0	0	0	S
bjS51	0	0	0	0	0	S
bjS52	0	0	0	0	0	S
bjS53	0	0	0	0	0	S
bjS54	0	0	0	0	0	S
bjS58	0	0	0	0	0	S
bjS6	0	0	0	0	0	S
bjS60	0	0	0	0	0	S
bjS62	0	0	0	0	0	S
bjS63	0	0	0	0	0	S
bjS7	0	0	0	0	0	S
bjS70	0	0	0	0	0	S
bjS74	0	0	0	0	0	S
bjS76	0	0	0	0	0	S
bjS78	0	0	0	0	0	S
bjS82	0	0	0	0	0	S
bjS90	0	0	0	0	0	S
bjS91	0	0	0	0	0	S
bjS93	0	0	0	0	0	S
bjS94	0	0	0	0	0	S
bjS95	0	0	0	0	0	S
bjS96	0	0	0	0	0	S
bt19S21	0	0	0	0	0	S
fj21S110	0	0	0	0	0	S
fj21S112	0	0	0	0	0	S
fj21S12	0	0	0	0	0	S
fj21S135	0	0	0	0	0	S
fj21S150	1	0	0	0	0	S
fj21S16	0	0	0	0	0	S
fj21S168	0	0	0	0	0	S
fj21S175	0	0	0	0	0	S
fj21S177	0	0	0	0	0	S
fj21S18	0	0	0	0	0	S
fj21S185	0	0	0	0	0	S
fj21S189	0	1	0	0	0	S
fj21S2	0	0	0	0	0	S
fj21S21	0	0	0	0	0	S
fj21S221	0	0	0	0	0	S
fj21S258	0	0	0	0	0	S
fj21S263	0	0	0	0	0	S
fj21S268	0	0	0	0	0	S
fj21S280	0	0	0	0	0	S
fj21S285	0	0	0	0	0	S
fj21S3	0	0	0	0	0	S
fj21S315	0	0	0	0	0	S
fj21S317	0	0	0	0	0	S
fj21S318	0	0	0	0	0	S
fj21S319	0	0	0	0	0	S
fj21S322	0	0	0	0	0	S
fj21S323	0	0	0	0	0	S
fj21S333	1	0	0	0	0	S
fj21S342	1	0	0	0	0	S
fj21S347	0	1	0	0	0	S
fj21S352	0	1	0	0	0	S
fj21S353	0	0	0	0	0	S
fj21S378	0	0	0	0	0	S
fj21S380	1	1	0	0	0	S
fj21S387	1	0	0	0	0	S
fj21S389	0	1	0	0	0	S
fj21S397	0	0	0	0	0	S
fj21S4	0	0	0	0	0	S
fj21S406	0	0	0	0	0	S
fj21S446	0	1	0	0	0	S
fj21S447	0	1	0	0	0	S
fj21S71	0	0	0	0	0	S
fj21S72	0	0	0	0	0	S
fj21S75	0	0	0	0	0	S
fj21S77	0	0	0	0	0	S
fjS100	0	0	0	0	0	S
fjS106	0	0	0	0	0	S
fjS110	0	0	0	0	0	S
fjS116	0	0	0	0	0	S
fjS119	1	0	0	0	0	S
fjS125	0	0	0	0	0	S
fjS13	0	1	0	0	0	S
fjS134	0	0	0	0	0	S
fjS135	0	0	0	0	0	S
fjS136	0	0	0	0	0	S
fjS22	0	0	0	0	0	S
fjS24	0	0	0	0	0	S
fjS25	0	0	0	0	0	S
fjS33	0	0	0	0	0	S
fjS35	0	0	0	0	0	S
fjS40	0	1	0	0	0	S
fjS42	1	0	0	0	0	S
fjS49	0	0	0	0	0	S
fjS51	0	0	0	0	0	S
fjS65	0	0	0	0	0	S
fjS67	0	0	0	0	0	S
fjS68	0	0	0	0	0	S
fjS7	0	1	0	0	0	S
fjS74	0	0	0	0	0	S
fjS75	0	0	0	0	0	S
fjS81	1	0	0	0	0	S
fjS84	0	0	0	0	0	S
fjS92	0	0	0	0	0	S
gd19S107	0	0	0	0	0	S
gd19S108	0	0	0	0	0	S
gd19S11	0	0	0	0	0	S
gd19S12	0	0	0	0	0	S
gd19S121	0	0	0	0	0	S
gd19S126	0	0	0	0	0	S
gd19S127	0	0	0	0	0	S
gd19S13	0	0	0	0	0	S
gd19S157	0	0	0	0	0	S
gd19S173	0	0	0	0	0	S
gd19S185	0	1	0	0	0	S
gd19S191	0	1	0	0	0	S
gd19S193	0	0	0	0	0	S
gd19S198	0	0	0	0	0	S
gd19S204	0	0	0	0	0	S
gd19S206	0	0	0	0	0	S
gd19S218	0	0	0	0	0	S
gd19S226	0	0	0	0	0	S
gd19S227	0	0	0	0	0	S
gd19S230	0	0	0	0	0	S
gd19S231	0	0	0	0	0	S
gd19S233	0	0	0	0	0	S
gd19S249	0	0	0	0	0	S
gd19S260	0	0	0	0	0	S
gd19S261	0	1	0	0	0	S
gd19S262	0	1	0	0	0	S
gd19S27	0	0	0	0	0	S
gd19S272	0	0	0	0	0	S
gd19S286	0	0	0	0	0	S
gd19S295	0	0	0	0	0	S
gd19S296	0	0	0	0	0	S
gd19S297	0	0	0	0	0	S
gd19S299	0	0	0	0	0	S
gd19S307	0	0	0	0	0	S
gd19S308	0	0	0	0	0	S
gd19S313	0	0	0	0	0	S
gd19S328	0	0	0	0	0	S
gd19S330	0	0	0	0	0	S
gd19S351	0	0	0	0	0	S
gd19S353	0	0	0	0	0	S
gd19S356	0	0	0	0	0	S
gd19S364	0	0	0	0	0	S
gd19S367	0	0	0	0	0	S
gd19S368	0	0	0	0	0	S
gd19S369	0	0	0	0	0	S
gd19S372	0	0	0	0	0	S
gd19S373	0	0	0	0	0	S
gd19S378	0	0	0	0	0	S
gd19S381	0	0	0	0	0	S
gd19S382	0	0	0	0	0	S
gd19S385	0	0	0	0	0	S
gd19S386	0	0	0	0	0	S
gd19S39	0	0	0	0	0	S
gd19S398	0	0	0	0	0	S
gd19S40	0	0	0	0	0	S
gd19S400	0	0	0	0	0	S
gd19S404	0	0	0	0	0	S
gd19S405	0	0	0	0	0	S
gd19S5	0	0	0	0	0	S
gd19S52	0	0	0	0	0	S
gd19S6	0	0	0	0	0	S
gd19S70	0	0	0	0	0	S
gd19S73	0	0	0	0	0	S
gd19S80	0	0	0	0	0	S
gd19S81	0	0	0	0	0	S
gd19S93	0	0	0	0	0	S
gd21S105	0	0	0	0	0	S
gd21S111	0	0	0	0	0	S
gd21S114	0	0	0	0	0	S
gd21S117	0	0	0	0	0	S
gd21S13	0	0	0	0	0	S
gd21S14	0	0	0	0	0	S
gd21S15	0	0	0	0	0	S
gd21S17	0	0	0	0	0	S
gd21S187	0	0	0	0	0	S
gd21S199	0	0	0	0	0	S
gd21S24	0	0	0	0	0	S
gd21S25	0	0	0	0	0	S
gd21S266	0	0	0	0	0	S
gd21S279	0	0	0	0	0	S
gd21S28	0	0	0	0	0	S
gd21S281	0	0	0	0	0	S
gd21S29	0	0	0	0	0	S
gd21S31	0	0	0	0	0	S
gd21S4	0	0	0	0	0	S
gd21S50	0	0	0	0	0	S
gd21S60	0	0	0	0	0	S
gd21S61	0	0	0	0	0	S
gd21S65	0	0	0	0	0	S
gd21S67	0	0	0	0	0	S
gd21S7	0	0	0	0	0	S
gd21S8	0	0	0	0	0	S
gd21S89	0	0	0	0	0	S
gd21S90	0	0	0	0	0	S
gd21S96	0	0	0	0	0	S
gd21S99	0	0	0	0	0	S
gdS1	0	0	0	0	0	S
gdS103	0	0	0	0	0	S
gdS108	0	0	0	0	0	S
gdS112	0	0	0	0	0	S
gdS117	0	0	0	0	0	S
gdS126	0	0	0	0	0	S
gdS127	0	0	0	0	0	S
gdS139	0	0	0	0	0	S
gdS148	0	0	0	0	0	S
gdS152	0	0	0	0	0	S
gdS16	0	0	0	0	0	S
gdS179	0	0	0	0	0	S
gdS195	0	0	0	0	0	S
gdS2	0	0	0	0	0	S
gdS201	0	0	0	0	0	S
gdS21	0	1	0	0	0	S
gdS210	0	0	0	0	0	S
gdS213	0	0	0	0	0	S
gdS217	0	0	0	0	0	S
gdS219	0	0	0	0	0	S
gdS224	0	0	0	0	0	S
gdS226	0	0	0	0	0	S
gdS231	0	0	0	0	0	S
gdS242	0	0	0	0	0	S
gdS250	0	0	0	0	0	S
gdS252	0	0	0	0	0	S
gdS260	1	1	0	0	0	S
gdS268	0	0	0	0	0	S
gdS27	0	1	0	0	0	S
gdS275	0	0	0	0	0	S
gdS28	0	1	0	0	0	S
gdS281	0	0	0	0	0	S
gdS29	0	0	0	0	0	S
gdS30	0	0	0	0	0	S
gdS31	0	0	0	0	0	S
gdS317	0	0	0	0	0	S
gdS331	0	0	0	0	0	S
gdS37	0	0	0	0	0	S
gdS402	0	0	0	0	0	S
gdS408	0	0	0	0	0	S
gdS412	0	0	0	0	0	S
gdS416	0	0	0	0	0	S
gdS417	0	0	0	0	0	S
gdS419	0	0	0	0	0	S
gdS431	0	0	0	0	0	S
gdS432	0	0	0	0	0	S
gdS434	0	0	0	0	0	S
gdS435	0	0	0	0	0	S
gdS44	0	0	0	0	0	S
gdS442	0	0	0	0	0	S
gdS46	0	0	0	0	0	S
gdS461	0	0	0	0	0	S
gdS470	0	0	0	0	0	S
gdS481	0	0	0	0	0	S
gdS482	0	0	0	0	0	S
gdS50	0	0	0	0	0	S
gdS502	0	0	0	0	0	S
gdS51	0	0	0	0	0	S
gdS529	0	0	0	0	0	S
gdS533	0	0	0	0	0	S
gdS54	0	0	0	0	0	S
gdS55	0	0	0	0	0	S
gdS550	0	0	0	0	0	S
gdS56	0	0	0	0	0	S
gdS566	0	0	0	0	0	S
gdS567	0	0	1	1	0	S
gdS568	1	0	0	0	0	S
gdS57	0	0	0	0	0	S
gdS576	0	1	0	0	0	S
gdS579	0	0	0	0	0	S
gdS58	0	0	0	0	0	S
gdS580	0	0	0	0	0	S
gdS589	0	0	0	0	0	S
gdS60	0	0	0	0	0	S
gdS609	0	0	0	0	0	S
gdS618	0	0	0	0	0	S
gdS623	0	0	0	0	0	S
gdS624	0	0	0	0	0	S
gdS626	0	0	0	0	0	S
gdS633	0	0	0	0	0	S
gdS634	0	0	0	0	0	S
gdS635	0	0	0	0	0	S
gdS638	0	0	0	0	0	S
gdS640	0	0	0	0	0	S
gdS643	0	0	0	0	0	S
gdS645	0	0	0	0	0	S
gdS656	0	1	0	0	0	S
gdS658	0	0	0	0	0	S
gdS659	0	0	0	0	0	S
gdS661	0	1	0	0	0	S
gdS662	0	0	0	0	0	S
gdS663	0	0	0	0	0	S
gdS679	0	0	0	0	0	S
gdS685	0	0	0	0	0	S
gdS698	0	0	0	0	0	S
gdS71	0	0	0	0	0	S
gdS723	0	0	0	0	0	S
gdS726	0	0	0	0	0	S
gdS727	0	0	0	0	0	S
gdS73	0	0	0	0	0	S
gdS730	0	0	0	0	0	S
gdS735	0	0	0	0	0	S
gdS737	0	0	0	0	0	S
gdS74	0	0	0	0	0	S
gdS745	0	0	0	0	0	S
gdS748	0	0	0	0	0	S
gdS749	0	0	0	0	0	S
gdS767	0	0	0	0	0	S
gdS77	0	0	0	0	0	S
gdS777	0	0	0	0	0	S
gdS791	0	0	0	0	0	S
gdS799	0	0	0	0	0	S
gdS8	0	0	0	0	0	S
gdS80	0	0	0	0	0	S
gdS801	0	0	0	0	0	S
gdS802	0	0	0	0	0	S
gdS809	0	0	0	0	0	S
gdS83	0	0	0	0	0	S
gdS85	0	0	0	0	0	S
gdS97	0	0	0	0	0	S
gdS98	0	0	0	0	0	S
gs19S29	0	0	0	0	0	S
gs19S31	0	0	0	0	0	S
gs19S37	0	0	0	0	0	S
gs19S43	1	0	0	0	0	S
gs19S46	0	0	0	0	0	S
gs19S48	0	0	0	0	0	S
gs19S5	0	0	0	0	0	S
gs19S51	0	0	0	0	0	S
gs19S53	0	0	0	0	0	S
gs19S55	0	1	0	0	0	S
gs19S56	0	0	0	0	0	S
gs19S59	0	0	0	0	0	S
gs19S7	0	0	0	0	0	S
gs19S9	0	0	0	0	0	S
gx19S109	0	0	0	0	0	S
gx19S111	0	0	0	0	0	S
gx19S116	0	0	0	0	0	S
gx19S120	0	0	0	0	0	S
gx19S130	0	0	0	0	0	S
gx19S136	0	0	0	0	0	S
gx19S137	0	0	0	0	0	S
gx19S138	0	0	0	0	0	S
gx19S139	0	0	0	0	0	S
gx19S14	0	0	0	0	0	S
gx19S140	0	0	0	0	0	S
gx19S15	0	0	0	0	0	S
gx19S151	0	0	0	0	0	S
gx19S156	0	0	0	0	0	S
gx19S162	0	0	0	0	0	S
gx19S170	0	0	0	0	0	S
gx19S179	0	0	0	0	0	S
gx19S182	0	0	0	0	0	S
gx19S193	0	0	0	0	0	S
gx19S203	0	0	0	0	0	S
gx19S206	0	0	0	0	0	S
gx19S207	0	0	0	0	0	S
gx19S210	0	0	0	0	0	S
gx19S213	0	0	0	0	0	S
gx19S223	0	0	0	0	0	S
gx19S225	0	0	0	0	0	S
gx19S229	0	0	0	0	0	S
gx19S32	0	0	0	0	0	S
gx19S41	0	0	0	0	0	S
gx19S47	0	1	0	0	0	S
gx19S53	0	0	0	0	0	S
gx19S55	0	0	0	0	0	S
gx19S56	0	0	0	0	0	S
gx19S57	0	0	0	0	0	S
gx19S58	0	0	0	0	0	S
gx19S60	0	0	0	0	0	S
gx19S61	0	0	0	0	0	S
gx19S62	0	0	0	0	0	S
gx19S63	0	0	0	0	0	S
gx19S72	0	0	0	0	0	S
gx19S81	0	0	0	0	0	S
gx19S83	0	0	0	0	0	S
gx19S84	0	0	0	0	0	S
gx19S85	0	0	0	0	0	S
gx19S86	0	0	0	0	0	S
gx19S93	0	0	0	0	0	S
gx20S120	0	0	0	0	0	S
gx20S133	0	0	0	0	0	S
gx20S144	0	0	0	0	0	S
gx20S154	0	0	0	0	0	S
gx20S167	0	0	0	0	0	S
gx20S180	0	1	0	0	0	S
gx20S181	1	0	0	0	0	S
