	broad-spectrum_class_A_beta-lactamase_TEM-1	aminoglycoside_N-acetyltransferase_AAC(3)-IVa	SMR_family_transporter(WP_000159237.1)	chloramphenicol/florfenicol_efflux_MFS_transporter_FloR	NAD(+)--rifampin_ADP-ribosyltransferase_Arr-2	extended-spectrum_class_A_beta-lactamase_CTX-M-55	oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1	class_A_beta-lactamase	extended-spectrum_class_A_beta-lactamase_CTX-M-14	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
jx17s32	0	1	0	1	0	0	1	0	0	0	R
jx17s33	1	0	0	0	0	1	0	0	0	0	R
jx17s36	1	0	0	0	0	0	0	0	0	0	R
jx17s37	0	1	0	1	0	0	1	0	0	1	R
jx17s39	0	0	0	1	0	0	0	0	0	0	R
jx17s4	1	0	0	0	0	0	0	0	0	0	R
jx17s42	1	0	1	0	0	0	0	0	0	1	R
jx17s45	1	0	0	1	0	1	0	0	0	0	R
jx17s48	0	1	0	1	0	0	0	0	1	0	R
jx17s49	1	0	0	0	0	0	0	0	0	0	R
jx17s50	0	1	0	1	0	0	1	0	0	1	R
jx17s51	1	1	0	1	0	0	0	0	0	1	R
jx17s52	1	0	0	0	0	0	1	0	0	1	R
jx17s53	0	1	0	1	0	0	1	0	0	1	R
jx17s55	0	0	0	0	0	0	0	0	0	0	R
jx17s57	1	1	0	0	0	0	0	0	1	1	R
jx17s58	1	0	0	0	0	0	0	0	0	1	R
jx17s59	0	0	0	0	0	0	0	0	0	0	R
jx17s61	1	0	0	1	0	0	0	0	0	1	R
jx17s69	0	1	0	1	0	0	0	0	1	1	R
jx17s7	1	0	0	0	0	1	0	0	0	0	R
jx17s71	1	0	0	0	0	0	0	0	0	0	R
jx17s73	1	0	0	0	0	0	0	0	0	0	R
jx17s76	1	0	0	0	0	0	0	0	1	1	R
jx17s77	1	0	0	0	0	0	0	0	0	0	R
jx17s78	1	0	0	1	0	0	0	0	0	1	R
jx17s79	0	0	0	0	0	0	1	0	0	1	R
jx17s81	1	0	0	0	0	0	0	0	1	0	R
jx17s84	1	0	0	0	0	0	0	0	1	0	R
jx17s85	0	0	0	0	0	0	0	0	0	0	R
jx17s86	1	0	0	0	0	0	0	0	1	0	R
jx18s1	1	1	0	0	1	0	0	0	0	0	R
jx18s11	1	0	1	0	0	0	0	0	0	1	R
jx18s18	1	0	0	1	0	0	0	0	0	0	R
jx18s2	1	1	0	1	0	0	1	0	0	1	R
jx18s21	1	0	0	1	0	0	0	0	0	0	R
jx18s23	1	0	0	1	0	0	0	0	0	1	R
jx18s29	1	0	1	0	0	0	0	0	0	1	R
jx18s3	1	0	0	0	0	0	0	0	0	0	R
jx18s34	1	0	0	0	0	0	0	0	0	0	R
jx18s36	1	0	0	0	0	0	0	0	0	1	R
jx18s38	1	0	0	1	0	0	0	0	0	0	R
jx18s44	1	0	0	0	0	0	0	0	0	0	R
jx18s5	0	0	0	0	0	0	0	0	0	0	R
jx18s52	0	0	0	1	0	1	0	0	0	0	R
jx18s54	1	0	0	1	0	0	0	0	0	0	R
jx18s64	1	0	0	0	0	0	0	0	0	0	R
jx18s66	1	0	0	0	0	0	0	0	0	0	R
jx18s68	0	0	0	0	0	0	0	0	0	1	R
jx18s69	1	0	0	0	0	0	0	0	0	0	R
jx18s71	0	0	0	0	0	0	0	0	0	1	R
jx18s74	1	0	0	1	1	0	0	0	0	1	R
jx18s75	1	0	0	0	0	0	0	0	0	0	R
jx18s77	1	0	0	0	0	0	0	0	1	0	R
jx18s79	1	0	1	0	0	0	0	0	0	1	R
jx18s80	0	0	0	0	0	0	1	0	0	1	R
jx18s81	1	0	0	0	0	1	0	0	0	0	R
jx18s82	0	0	0	0	0	0	1	0	0	1	R
jx18s84	1	0	0	0	0	0	0	0	0	0	R
jx18s85	1	0	0	0	0	0	0	0	0	0	R
jx18s90	0	0	0	0	0	0	1	0	0	1	R
jx18s94	1	0	0	1	0	0	0	0	0	0	R
jx19S1	0	0	0	1	0	0	0	0	0	1	R
jx19S10	1	0	0	1	0	0	0	0	0	0	R
jx19S100	1	0	0	1	0	0	0	0	0	0	R
jx19S102	1	0	0	1	0	0	0	0	0	0	R
jx19S104	1	0	0	1	0	0	0	0	0	0	R
jx19S105	0	1	0	1	0	0	1	0	0	1	R
jx19S106	1	0	0	1	0	0	0	0	0	0	R
jx19S107	1	0	0	1	0	0	0	0	0	0	R
jx19S11	1	0	0	1	0	0	0	0	0	1	R
jx19S117	0	0	0	0	0	0	0	0	0	0	R
jx19S118	0	0	0	0	0	0	0	1	0	0	R
jx19S12	1	0	0	1	0	0	0	0	0	0	R
jx19S120	0	0	0	0	0	0	0	1	0	0	R
jx19S122	0	0	0	0	0	0	0	1	0	0	R
jx19S123	0	0	0	0	0	0	0	1	0	0	R
jx19S124	0	0	0	0	0	0	0	1	0	0	R
jx19S125	0	0	0	0	0	0	0	1	0	0	R
jx19S126	0	0	0	0	0	0	0	1	0	0	R
jx19S127	1	0	0	0	0	0	0	0	0	0	R
jx19S128	1	0	0	0	0	0	0	0	0	0	R
jx19S129	1	0	0	0	0	0	0	0	0	0	R
jx19S13	1	0	0	1	0	0	0	0	0	0	R
jx19S131	0	0	0	0	0	0	0	1	0	0	R
jx19S133	0	0	0	0	0	0	0	1	0	0	R
jx19S134	1	0	0	1	0	0	0	0	0	0	R
jx19S135	1	0	0	1	0	0	0	0	0	1	R
jx19S136	1	0	0	0	0	1	0	0	0	0	R
jx19S138	0	0	0	0	0	0	0	1	0	0	R
jx19S139	0	0	0	0	0	0	0	1	0	0	R
jx19S14	1	0	0	1	0	0	0	0	0	0	R
jx19S140	1	0	0	1	1	0	1	0	0	1	R
jx19S142	0	1	0	1	0	0	1	0	0	0	R
jx19S143	0	0	0	0	0	0	0	0	0	0	R
jx19S144	1	0	0	1	0	0	0	0	0	0	R
jx19S145	0	0	0	0	0	0	0	0	0	0	R
jx19S147	1	0	0	1	0	0	0	0	0	0	R
jx19S148	0	1	0	1	0	0	1	0	0	1	R
jx19S149	1	0	0	1	0	0	0	0	0	0	R
jx19S15	1	0	0	0	0	0	0	0	0	0	R
jx19S151	1	0	0	1	0	0	0	0	0	0	R
jx19S152	0	0	0	0	0	0	0	1	0	0	R
jx19S153	0	0	0	0	0	0	0	1	0	0	R
jx19S156	1	0	0	1	0	0	0	0	0	0	R
jx19S157	0	0	0	1	0	0	1	0	0	1	R
jx19S158	1	0	0	0	0	0	0	0	0	0	R
jx19S159	1	0	0	0	0	0	0	0	0	0	R
jx19S16	1	0	0	0	0	0	0	0	0	0	R
jx19S164	0	0	0	0	0	0	0	1	0	0	R
jx19S165	0	0	0	0	0	0	0	1	0	0	R
jx19S166	0	0	0	0	0	0	0	1	0	0	R
jx19S167	0	0	0	0	0	0	0	1	0	0	R
jx19S168	0	0	0	0	0	0	0	1	0	0	R
jx19S169	1	0	0	0	0	0	0	0	0	0	R
jx19S170	1	0	0	1	0	0	0	0	0	1	R
jx19S171	1	0	1	0	0	0	0	0	0	1	R
jx19S173	1	0	0	0	0	0	0	0	0	0	R
jx19S177	1	0	0	1	0	0	0	0	0	0	R
jx19S178	1	0	0	0	0	0	0	0	0	0	R
jx19S18	1	0	1	0	0	0	0	0	0	1	R
jx19S180	1	0	0	0	0	0	0	0	0	0	R
jx19S181	1	0	0	0	0	0	0	0	0	0	R
jx19S182	1	0	0	1	0	0	0	0	0	0	R
jx19S184	1	0	0	1	0	0	0	0	0	0	R
jx19S186	1	0	0	0	0	0	0	0	0	0	R
jx19S188	1	0	0	1	0	0	0	0	0	1	R
jx19S189	1	0	0	0	0	0	0	0	0	0	R
jx19S19	0	1	0	1	0	0	1	0	0	0	R
jx19S191	1	0	0	1	0	1	0	0	0	1	R
jx19S192	0	0	0	0	0	0	1	0	0	1	R
jx19S193	0	0	0	0	0	0	0	0	0	0	R
jx19S197	0	0	0	0	0	0	0	1	0	0	R
jx19S198	1	0	0	1	0	0	0	0	0	1	R
jx19S2	0	1	0	1	0	0	0	0	1	1	R
jx19S20	1	0	0	0	0	0	0	0	0	1	R
jx19S21	1	0	0	0	0	0	0	0	0	1	R
jx19S22	1	0	0	0	0	0	0	0	0	0	R
jx19S24	1	0	0	0	0	0	0	0	0	0	R
jx19S26	0	0	0	0	0	0	0	0	0	0	R
jx19S28	1	0	0	1	0	0	0	0	0	0	R
jx19S29	1	0	0	0	0	0	0	0	0	1	R
jx19S3	1	0	0	0	0	0	0	0	0	0	R
jx19S30	1	0	0	0	0	0	0	0	0	0	R
jx19S31	1	0	0	0	0	0	0	0	0	0	R
jx19S35	1	0	0	0	0	0	0	0	0	0	R
jx19S36	1	0	0	0	0	0	0	0	0	1	R
jx19S38	1	0	0	0	0	0	0	0	0	0	R
jx19S4	0	0	0	0	0	0	0	1	0	0	R
jx19S40	1	0	0	1	0	0	0	0	0	1	R
jx19S44	0	1	0	1	1	0	0	0	0	0	R
jx19S47	1	0	0	0	0	0	0	0	0	0	R
jx19S48	1	0	0	0	0	0	0	0	0	1	R
jx19S49	1	0	0	0	0	0	0	0	0	0	R
jx19S50	1	0	0	0	0	0	0	0	0	0	R
jx19S52	0	0	0	0	0	1	0	0	0	1	R
jx19S53	1	0	1	0	0	0	0	0	0	0	R
jx19S54	1	0	0	1	0	0	0	0	0	0	R
jx19S55	1	0	0	0	0	0	0	0	0	0	R
jx19S6	0	0	0	1	0	0	0	0	0	0	R
jx19S64	1	0	0	0	0	0	0	0	0	0	R
jx19S66	1	0	0	1	0	0	0	0	0	0	R
jx19S68	1	0	0	1	0	0	0	0	0	1	R
jx19S69	1	0	0	0	0	0	0	0	0	0	R
jx19S7	1	0	0	1	0	0	0	0	0	0	R
jx19S70	1	0	1	0	0	1	0	0	0	1	R
jx19S71	1	0	0	1	0	0	0	0	1	0	R
jx19S72	1	0	0	1	0	0	0	0	1	0	R
jx19S74	0	0	0	1	0	1	0	0	0	1	R
jx19S77	1	0	0	0	0	0	0	0	0	0	R
jx19S79	1	0	0	1	0	0	0	0	0	0	R
jx19S8	1	0	0	0	0	0	0	0	0	0	R
jx19S80	0	0	0	0	0	0	0	0	0	0	R
jx19S81	1	0	0	0	0	1	0	0	0	0	R
jx19S82	1	0	0	1	0	1	0	0	0	0	R
jx19S85	1	0	0	0	0	0	0	0	0	0	R
jx19S86	1	0	0	1	0	0	0	0	0	0	R
jx19S88	1	0	0	0	0	0	0	0	0	0	R
jx19S9	0	0	0	0	0	0	0	0	0	0	R
jx19S90	1	0	0	0	0	0	0	0	0	0	R
jx19S91	1	0	0	1	0	0	0	0	0	0	R
jx19S92	1	0	0	1	0	0	0	0	0	0	R
jx19S94	1	0	0	0	0	0	0	0	0	0	R
jx19S95	1	0	0	0	0	0	0	0	0	0	R
jx19S98	1	0	0	1	0	0	0	0	0	1	R
jx19S99	1	0	0	0	0	0	0	0	0	0	R
jx20S1	1	0	0	0	0	0	0	0	0	0	R
jx20S10	0	1	0	1	1	0	0	0	0	0	R
jx20S100	1	0	0	1	0	0	0	0	0	0	R
jx20S101	0	1	0	1	0	0	1	0	0	0	R
jx20S104	1	0	0	0	0	0	0	0	0	0	R
jx20S106	1	0	0	1	0	0	0	0	0	0	R
jx20S107	1	0	0	1	0	0	0	0	0	1	R
jx20S108	0	0	0	1	1	1	0	0	0	0	R
jx20S109	1	0	0	0	0	0	0	0	0	0	R
jx20S110	1	0	0	0	0	0	0	0	0	0	R
jx20S111	1	0	0	1	0	0	0	0	0	0	R
jx20S113	1	0	0	0	0	0	0	0	0	0	R
jx20S114	0	1	0	1	1	0	0	0	0	0	R
jx20S115	1	0	0	1	1	1	0	0	0	0	R
jx20S116	1	0	0	1	0	0	0	0	0	0	R
jx20S118	1	0	0	1	0	0	0	0	0	0	R
jx20S119	1	0	0	1	0	0	0	0	0	1	R
jx20S120	1	0	0	0	0	0	0	0	1	0	R
jx20S124	1	0	0	1	0	0	0	0	0	1	R
jx20S126	0	0	0	1	1	0	0	0	0	0	R
jx20S127	1	0	0	1	0	0	0	0	0	1	R
jx20S128	0	0	0	1	1	0	0	0	0	0	R
jx20S130	0	0	0	1	1	0	0	0	0	0	R
jx20S133	1	0	0	0	0	0	0	0	0	0	R
jx20S135	1	0	0	0	0	0	0	0	0	0	R
jx20S137	1	0	0	1	0	0	0	0	0	0	R
jx20S138	1	0	0	1	0	0	0	0	0	1	R
jx20S140	1	0	0	1	0	0	0	0	0	0	R
jx20S141	1	0	0	0	0	0	0	0	0	0	R
jx20S143	1	0	0	1	0	0	0	0	0	0	R
jx20S144	0	0	0	0	0	0	0	0	0	0	R
jx20S145	1	0	0	0	0	0	0	0	0	0	R
jx20S150	1	0	0	1	0	0	0	0	0	0	R
jx20S153	1	0	0	1	0	1	0	0	0	0	R
jx20S154	1	0	0	0	0	0	0	0	0	0	R
jx20S156	1	0	0	1	0	0	0	0	0	0	R
jx20S16	1	0	0	1	0	0	0	0	0	0	R
jx20S160	1	0	0	1	0	0	0	0	0	0	R
jx20S165	1	0	0	0	0	0	0	0	0	0	R
jx20S166	0	0	0	1	0	0	1	0	0	1	R
jx20S167	1	0	0	1	0	0	0	0	0	0	R
jx20S168	1	0	0	0	0	0	0	0	0	0	R
jx20S17	0	0	0	0	0	0	0	0	0	0	R
jx20S170	1	0	0	1	0	0	0	0	0	0	R
jx20S171	1	0	0	1	0	0	0	0	0	0	R
jx20S172	1	0	0	0	0	0	0	0	0	0	R
jx20S173	1	0	0	1	0	1	0	0	0	0	R
jx20S177	1	0	0	0	0	0	0	0	0	0	R
jx20S178	1	0	0	0	0	0	0	0	0	0	R
jx20S179	1	0	0	0	0	0	0	0	0	1	R
jx20S18	0	0	0	0	0	0	0	0	0	0	R
jx20S180	1	0	0	1	0	0	0	0	0	1	R
jx20S181	1	0	0	0	0	0	0	0	0	1	R
jx20S183	1	0	0	0	0	0	0	0	0	0	R
jx20S184	1	0	0	0	0	0	0	0	0	1	R
jx20S185	0	0	0	1	0	0	1	0	0	1	R
jx20S186	0	1	0	1	1	0	0	0	0	0	R
jx20S189	1	0	0	1	0	0	0	0	0	1	R
jx20S19	0	1	0	1	0	0	0	0	1	1	R
jx20S198	1	0	0	0	0	0	1	0	0	1	R
jx20S2	1	0	0	0	0	0	0	0	0	0	R
jx20S20	1	0	0	1	0	0	0	0	0	0	R
jx20S201	0	0	0	0	0	0	0	0	0	0	R
jx20S203	1	0	0	0	0	0	0	0	0	0	R
jx20S204	1	0	0	1	0	0	0	0	0	0	R
jx20S205	0	0	0	1	1	0	0	0	0	0	R
jx20S207	1	0	0	0	0	0	0	0	0	0	R
jx20S208	1	0	0	1	0	0	0	0	0	0	R
jx20S211	0	0	0	1	0	0	0	0	0	0	R
jx20S213	1	0	0	0	0	0	0	0	0	0	R
jx20S218	0	0	0	0	0	0	0	0	0	0	R
jx20S22	1	0	0	0	0	0	0	0	0	0	R
jx20S224	1	0	0	0	0	0	0	0	0	0	R
jx20S226	1	0	1	1	0	0	0	0	0	0	R
jx20S230	1	0	0	0	0	0	0	0	0	0	R
jx20S231	1	0	0	0	0	0	0	0	0	0	R
jx20S236	1	0	0	0	0	0	0	0	0	0	R
jx20S27	1	1	0	1	0	0	1	0	1	0	R
jx20S31	1	0	0	1	0	0	0	0	0	0	R
jx20S34	1	0	0	0	0	0	0	0	0	0	R
jx20S36	1	0	0	0	0	0	0	0	0	0	R
jx20S37	1	0	0	0	0	0	0	0	0	0	R
jx20S39	1	0	0	1	0	0	0	0	0	0	R
jx20S40	1	0	0	0	0	0	0	0	0	0	R
jx20S41	0	1	0	1	1	0	0	0	0	0	R
jx20S42	1	0	0	1	0	0	0	0	0	0	R
jx20S45	1	0	0	1	0	0	0	0	0	0	R
jx20S47	1	0	1	0	0	0	0	0	0	0	R
jx20S48	1	0	0	1	0	0	0	0	0	0	R
jx20S49	1	0	0	0	0	0	0	0	0	0	R
jx20S5	1	0	0	0	0	0	0	0	0	0	R
jx20S50	1	0	0	1	0	0	0	0	0	0	R
jx20S51	0	0	0	0	0	0	0	0	0	0	R
jx20S54	0	0	0	0	0	0	0	0	0	0	R
jx20S58	1	0	0	1	0	0	0	0	0	0	R
jx20S59	1	0	0	1	0	0	0	0	0	0	R
jx20S6	1	0	0	1	0	0	0	0	0	0	R
jx20S61	0	1	0	1	0	0	1	0	0	0	R
jx20S62	1	0	0	0	0	0	0	0	0	0	R
jx20S66	1	0	0	1	0	0	0	0	0	0	R
jx20S68	1	1	0	1	0	0	1	0	1	0	R
jx20S7	1	0	0	0	0	0	0	0	0	1	R
jx20S70	1	0	0	0	0	0	0	0	0	1	R
jx20S71	1	0	0	1	0	0	0	0	0	0	R
jx20S73	1	0	0	1	0	0	0	0	0	0	R
jx20S75	1	0	0	0	0	0	0	0	0	0	R
jx20S77	0	0	0	1	1	0	0	0	0	0	R
jx20S78	1	0	0	0	0	0	0	0	0	0	R
jx20S80	1	0	0	1	0	1	0	0	0	0	R
jx20S81	1	0	0	1	0	0	0	0	0	0	R
jx20S82	1	0	0	0	0	0	0	0	0	0	R
jx20S86	1	1	0	0	0	0	1	0	1	1	R
jx20S88	0	1	0	1	0	0	0	0	1	1	R
jx20S89	0	1	0	1	0	0	0	0	1	1	R
jx20S91	1	0	0	1	0	0	0	0	0	1	R
jx20S92	1	0	0	1	0	0	0	0	0	0	R
jx20S94	1	0	0	0	0	0	0	0	0	0	R
jx20S97	1	0	0	1	0	0	0	0	0	0	R
jx21S1	1	0	1	0	0	0	0	0	0	0	R
jx21S32	1	0	0	1	0	0	0	0	0	0	R
jx21S86	1	0	0	1	0	0	0	0	0	0	R
jx21S93	1	0	0	1	0	0	0	0	0	1	R
ln19S1	0	0	0	0	0	0	0	1	0	0	R
ln19S12	1	0	0	0	0	0	0	0	0	1	R
ln19S13	1	0	0	0	0	0	0	0	0	0	R
ln19S15	1	0	0	0	0	0	0	0	0	0	R
ln19S16	0	0	0	0	0	0	0	1	0	0	R
ln19S19	1	0	0	1	0	0	0	0	0	0	R
ln19S20	1	0	0	1	0	0	0	0	0	0	R
ln19S22	0	0	0	0	0	0	0	1	0	0	R
ln19S23	1	0	0	0	0	0	0	0	0	0	R
ln19S25	1	0	0	0	0	0	0	0	0	0	R
ln19S3	1	0	0	1	0	0	0	0	0	0	R
ln19S5	0	0	0	0	0	1	0	0	0	0	R
ln19S8	1	0	0	0	0	0	0	0	0	0	R
ln19S9	1	0	0	0	0	0	0	0	0	1	R
ln21S1	1	0	0	0	0	0	0	0	0	1	R
ln21S10	1	0	0	0	0	0	0	0	0	0	R
ln21S11	1	0	0	0	0	0	0	0	0	0	R
ln21S13	1	0	0	0	0	0	0	0	0	0	R
ln21S14	1	0	0	0	0	0	0	0	0	0	R
ln21S15	1	0	0	0	0	0	0	0	0	0	R
ln21S2	1	0	0	0	0	0	0	0	0	1	R
ln21S20	1	0	0	0	0	0	0	0	0	0	R
ln21S21	1	0	0	0	0	0	0	0	0	1	R
ln21S22	1	0	0	0	0	1	0	0	0	0	R
ln21S26	1	0	0	0	0	0	0	0	0	1	R
ln21S4	0	1	0	1	1	0	0	0	0	0	R
ln21S43	1	0	0	0	0	0	0	0	0	0	R
ln21S45	0	0	0	0	0	1	0	0	0	0	R
ln21S48	1	0	1	0	0	0	0	0	0	1	R
ln21S52	0	0	0	0	0	0	0	0	0	0	R
ln21S53	1	0	0	0	0	0	0	0	0	0	R
ln21S54	1	0	0	0	0	0	0	0	0	0	R
ln21S56	1	0	0	1	0	0	0	0	0	0	R
ln21S58	0	1	0	1	1	0	0	0	0	0	R
ln21S60	1	0	0	0	0	0	0	0	0	0	R
ln21S61	1	0	1	0	0	0	0	0	0	1	R
ln21S8	1	0	0	1	0	0	0	0	0	0	R
ln21S9	1	0	0	0	0	0	0	0	0	0	R
lnS10	0	1	0	1	1	0	0	0	0	0	R
lnS11	0	1	0	1	1	0	0	0	0	0	R
lnS15	1	0	1	0	0	0	0	0	0	0	R
lnS16	1	0	0	0	0	0	0	0	0	1	R
lnS20	1	0	0	0	0	0	0	0	0	0	R
lnS5	0	0	0	0	0	0	0	0	0	0	R
lnS8	0	1	0	1	1	0	0	0	0	0	R
lnS9	1	1	0	1	0	0	1	0	0	1	R
nm19S1	1	0	0	0	0	0	0	0	0	0	R
nm19S10	0	0	0	0	0	0	0	1	0	0	R
nm19S11	0	0	0	0	0	0	0	1	0	0	R
nm19S13	0	0	0	0	0	0	0	1	0	0	R
nm19S15	0	0	0	0	0	0	0	1	0	0	R
nm19S16	0	0	0	0	0	0	0	1	0	0	R
nm19S17	0	0	0	0	0	0	0	1	0	0	R
nm19S19	1	0	0	0	0	0	0	0	0	0	R
nm19S2	1	0	0	0	0	0	0	0	0	0	R
nm19S20	1	0	0	0	0	0	0	0	0	0	R
nm19S21	1	0	0	0	0	0	0	0	0	0	R
nm19S23	1	0	0	0	0	0	0	0	0	0	R
nm19S25	1	0	0	0	0	0	0	0	0	0	R
nm19S26	1	0	0	0	0	0	0	0	0	0	R
nm19S28	1	0	0	0	0	0	0	0	0	0	R
nm19S29	1	0	0	0	0	0	0	0	0	0	R
nm19S3	1	0	0	0	0	0	0	0	0	0	R
nm19S31	0	0	0	0	0	0	0	0	0	0	R
nm19S33	1	0	0	0	0	0	0	0	0	0	R
nm19S34	1	0	0	0	0	0	0	0	0	0	R
nm19S5	1	0	0	0	0	0	0	0	0	0	R
nm19S6	1	0	0	0	0	0	0	0	0	0	R
nm19S9	1	0	0	0	0	0	0	0	0	0	R
nmS14	1	0	0	0	0	0	0	0	0	0	R
nmS15	1	0	0	0	0	0	0	0	0	0	R
nmS2	0	0	0	1	0	0	0	0	0	0	R
nmS21	1	0	0	0	0	0	0	0	0	0	R
nmS23	1	0	0	0	0	0	0	0	0	0	R
nmS24	1	0	0	0	0	0	0	0	0	0	R
nmS25	1	0	0	0	0	0	0	0	0	0	R
nmS29	1	0	0	0	0	0	0	0	0	0	R
nmS30	1	0	0	0	0	0	0	0	0	0	R
nmS31	1	0	1	0	0	0	0	0	0	1	R
nmS32	1	1	0	1	0	1	0	0	0	0	R
nmS4	1	0	0	0	0	0	1	0	0	1	R
nx19S1	0	0	0	0	0	0	0	0	0	0	R
nx19S11	1	0	0	0	0	0	0	0	0	0	R
nx19S16	1	0	0	0	0	0	0	0	0	0	R
nx19S17	1	0	0	0	0	0	0	0	0	0	R
nx19S18	1	0	0	0	0	0	0	0	0	0	R
nx19S19	0	0	0	0	0	1	0	0	0	0	R
nx19S2	1	0	0	1	1	1	0	0	0	1	R
nx19S3	0	1	0	1	0	0	1	0	0	1	R
nx19S9	1	0	0	0	0	0	0	0	0	0	R
nxs3	1	0	0	0	0	0	0	0	0	0	R
nxs4	1	0	0	0	0	0	0	0	0	0	R
nxs5	0	1	0	1	1	0	0	0	0	0	R
nxs6	1	0	0	0	0	0	0	0	0	0	R
nxs7	1	0	0	0	0	0	0	0	0	0	R
nxs8	1	0	0	0	0	0	0	0	0	1	R
qh19S11	1	0	0	0	0	0	0	0	0	1	R
qh19S13	1	0	0	0	0	0	0	0	1	0	R
qh19S18	0	0	1	0	0	0	0	0	0	0	R
qh19S2	0	0	0	0	0	0	0	0	0	0	R
qh19S27	1	0	0	0	0	0	0	0	0	0	R
qh19S28	0	1	0	1	1	0	0	0	0	0	R
qh19S29	1	0	0	0	0	0	0	0	0	0	R
qh19S3	1	0	0	0	0	0	1	0	0	1	R
qh19S35	1	0	0	0	0	0	0	0	0	0	R
qh19S37	1	0	0	0	0	0	0	0	0	0	R
qh19S39	0	0	0	0	0	0	0	0	0	0	R
qh19S6	1	0	0	0	0	0	0	0	0	0	R
qh20S14	0	1	0	1	0	0	0	0	0	1	R
qh20S18	1	0	0	0	0	0	0	0	0	0	R
qh20S19	1	1	0	1	0	0	1	0	0	0	R
qh20S21	1	0	0	0	0	0	0	0	0	0	R
qh20S23	0	1	0	1	0	0	0	0	0	1	R
qh20S27	1	0	0	0	0	1	0	0	0	0	R
qh21S10	1	0	0	0	0	0	0	0	0	0	R
qh21S11	0	0	0	1	0	0	0	1	0	0	R
qh21S12	0	1	0	1	1	0	0	0	0	0	R
qh21S13	1	0	0	0	0	0	0	0	0	0	R
qh21S14	1	1	0	1	0	0	1	0	0	0	R
qh21S17	1	0	0	0	0	0	0	0	0	0	R
qh21S18	1	0	0	1	0	0	0	0	0	0	R
qh21S19	1	0	0	0	0	0	0	0	0	0	R
qh21S22	1	0	0	0	0	0	0	0	0	0	R
qh21S23	1	0	0	0	0	0	0	0	0	0	R
qh21S25	1	0	0	0	0	0	0	0	0	0	R
qh21S27	1	0	0	0	0	0	0	0	0	0	R
qh21S29	0	0	0	1	1	0	0	0	0	0	R
qh21S31	1	0	0	0	0	0	0	0	0	1	R
qh21S32	1	0	0	0	1	1	0	0	0	0	R
qh21S33	1	0	0	1	0	0	0	0	0	0	R
qh21S35	1	0	0	0	0	0	0	0	0	0	R
qh21S37	1	0	0	0	0	0	0	0	0	0	R
qh21S38	1	0	0	0	0	0	0	0	0	0	R
qh21S4	1	1	0	1	0	0	1	0	0	0	R
qh21S43	1	0	0	0	0	0	0	0	0	0	R
qh21S46	0	0	0	1	1	0	0	0	0	0	R
qh21S47	1	0	0	0	0	0	0	0	0	0	R
qh21S48	1	0	0	0	0	0	0	0	0	0	R
qh21S49	1	0	0	1	0	1	0	0	0	0	R
qh21S5	1	0	0	0	0	0	0	0	0	0	R
qh21S52	1	0	0	1	0	1	0	0	0	0	R
qh21S54	1	0	0	0	0	0	0	0	0	0	R
qh21S55	0	1	0	1	1	0	0	0	0	0	R
qh21S56	1	0	0	0	0	0	0	0	0	0	R
qh21S57	1	0	0	0	0	0	0	0	0	0	R
qh21S58	1	0	0	0	0	0	0	0	0	0	R
qh21S61	1	0	0	0	0	0	0	0	0	0	R
qh21S62	1	0	0	0	0	1	0	0	0	0	R
qh21S64	1	0	0	0	0	0	0	0	0	0	R
qh21S65	1	0	0	0	0	0	0	0	0	0	R
qh21S66	1	0	0	0	0	0	0	0	0	0	R
qh21S9	1	0	0	0	0	0	0	0	0	0	R
qh22S1	1	0	0	0	0	0	0	0	0	0	R
qh22S14	0	1	0	1	0	0	0	0	0	1	R
qh22S15	1	0	0	0	0	0	0	0	0	0	R
qh22S16	1	0	0	0	0	0	0	0	0	0	R
qh22S17	0	0	0	1	0	0	0	0	0	0	R
qh22S18	1	0	0	0	0	0	0	0	0	0	R
qh22S2	0	0	0	0	0	0	0	0	0	0	R
qh22S21	1	0	0	0	1	0	0	0	0	0	R
qh22S26	1	0	0	1	1	1	0	0	0	0	R
qh22S27	1	1	0	1	1	0	0	0	0	0	R
qh22S28	1	0	0	0	0	0	0	0	0	1	R
qh22S30	1	0	0	0	0	0	0	0	0	0	R
qh22S8	1	1	0	1	0	0	0	0	0	1	R
qhS1	1	0	0	0	0	0	0	0	0	0	R
qhS10	1	0	0	1	1	0	0	0	0	0	R
qhS11	1	0	0	1	0	0	0	0	0	0	R
qhS12	1	0	0	0	0	1	0	0	0	0	R
qhS13	0	1	0	1	1	0	0	0	0	0	R
qhS15	1	1	0	1	0	0	1	0	1	0	R
qhS16	1	1	0	1	0	0	1	0	0	1	R
qhS17	0	1	0	1	1	0	0	0	0	0	R
qhS18	1	0	0	1	0	0	0	0	0	1	R
qhS19	0	0	0	1	1	0	0	0	0	0	R
qhS2	1	1	0	0	1	0	0	0	0	0	R
qhS21	0	0	0	0	0	0	0	0	0	0	R
qhS23	0	0	0	0	0	0	0	0	0	0	R
qhS25	1	0	0	1	0	0	0	0	0	0	R
qhS26	0	1	0	1	1	0	0	0	0	0	R
qhS27	1	0	0	0	0	0	0	0	0	0	R
qhS29	1	0	0	0	0	0	0	0	0	0	R
qhS3	1	0	0	0	0	0	0	0	0	0	R
qhS4	1	1	0	0	1	0	0	0	0	0	R
