	extended-spectrum_class_A_beta-lactamase_CTX-M-55	extended-spectrum_class_A_beta-lactamase_CTX-M-65	extended-spectrum_class_A_beta-lactamase_CTX-M-14	quinolone_resistance_pentapeptide_repeat_protein_QnrB22	class_C_beta-lactamase_CMY-2	macrolide_resistance_MFS_transporter_Mrx(A)	extended-spectrum_class_A_beta-lactamase_CTX-M-123	MBL_fold_metallo-hydrolase(WP_001522969.1)	extended-spectrum_class_A_beta-lactamase_CTX-M-64	sulfonamide-resistant_dihydropteroate_synthase_Sul1	Group
jl21S93	0	0	0	0	0	0	0	0	0	0	R
jl21S95	0	0	0	0	0	0	0	0	0	0	R
jl21S96	0	0	0	0	0	0	0	0	0	1	R
jlS113	0	1	0	0	0	0	0	0	0	0	R
jlS118	0	0	1	0	0	1	0	0	0	0	R
jlS119	1	0	0	0	0	0	0	0	0	0	R
jlS146	0	1	0	0	0	0	0	0	0	0	R
jlS2	0	0	0	0	0	0	0	1	0	0	R
jlS21	0	0	0	0	0	0	0	0	0	0	R
jlS33	0	0	1	0	0	0	0	0	0	1	R
jlS38	0	0	0	0	0	0	0	0	0	0	R
jlS4	1	0	0	0	0	0	0	0	0	0	R
jlS45	0	0	0	0	0	0	0	0	0	0	R
jlS46	0	0	0	0	0	0	0	0	0	0	R
jlS60	1	0	0	0	0	0	0	0	0	0	R
jlS73	1	0	0	0	0	0	0	0	0	0	R
jlS79	0	0	1	0	0	0	0	0	0	1	R
jlS82	0	0	1	0	0	0	0	0	0	0	R
jlS89	0	0	0	0	0	0	0	0	0	0	R
js19S1	1	0	0	0	0	1	0	0	0	1	R
js19S10	0	1	0	0	0	0	0	0	0	0	R
js19S128	0	1	0	0	0	0	0	0	0	0	R
js19S129	0	1	0	0	0	0	0	0	0	0	R
js19S18	0	0	0	1	0	1	0	0	0	1	R
js19S185	1	0	0	0	0	1	0	0	0	1	R
js19S186	0	0	1	0	0	0	0	0	0	0	R
js19S208	0	0	0	0	0	0	0	0	0	1	R
js19S219	1	0	0	0	0	0	0	0	0	0	R
js19S227	0	0	0	0	0	0	0	0	0	1	R
js19S228	0	0	0	0	0	0	0	0	0	0	R
js19S234	1	0	0	0	0	1	0	0	0	1	R
js19S235	0	0	0	0	0	1	0	0	0	0	R
js19S237	0	0	0	0	0	0	0	0	0	0	R
js19S26	0	0	0	1	0	1	0	0	0	1	R
js19S261	1	0	0	0	0	1	0	0	0	1	R
js19S28	0	0	0	0	0	0	0	0	0	0	R
js19S311	0	0	0	0	0	0	0	0	0	0	R
js19S315	0	0	0	0	1	0	0	0	0	0	R
js19S32	0	0	0	0	0	0	0	0	0	0	R
js19S320	0	0	0	0	0	0	0	0	0	0	R
js19S40	1	0	0	0	0	1	0	0	0	1	R
js19S59	0	0	0	0	1	1	0	0	0	1	R
js19S71	0	0	1	0	0	0	0	0	0	0	R
js19S78	0	0	0	0	0	0	0	0	0	0	R
js19S81	0	0	0	0	0	0	0	0	0	0	R
js19S82	0	0	0	0	1	1	0	0	0	1	R
js19S84	1	0	0	0	0	0	0	0	0	1	R
js19S86	0	0	0	1	0	1	0	0	0	1	R
js19S90	1	0	0	0	0	0	0	0	0	0	R
jsS141	0	0	1	0	0	0	0	0	0	0	R
jsS18	0	0	1	0	0	0	0	0	0	1	R
jsS40	0	1	0	0	0	0	0	0	0	1	R
jsS53	0	0	0	1	0	0	0	0	0	1	R
jsS54	0	0	0	1	0	0	0	0	0	1	R
jsS9	1	0	0	0	0	0	0	0	0	0	R
jsS99	0	0	0	0	0	0	0	0	0	0	R
jx14s3	0	0	1	0	0	0	0	0	0	1	R
jx15s34	0	0	1	0	0	0	0	0	0	0	R
jx15s42	1	0	0	1	0	1	0	0	0	1	R
jx16s19	1	0	0	0	0	1	0	0	0	0	R
jx16s33	0	0	1	0	0	0	0	0	0	1	R
jx17s12	0	0	1	0	0	0	0	0	0	1	R
jx17s14	0	0	1	0	1	1	0	0	0	0	R
jx17s25	0	0	0	0	1	1	0	0	0	0	R
jx17s31	1	0	0	0	0	0	0	0	0	0	R
jx17s33	1	0	0	0	0	0	0	0	0	0	R
jx17s37	0	0	0	0	0	0	0	0	0	1	R
jx17s39	0	0	0	0	1	0	0	0	0	0	R
jx17s45	1	0	0	0	0	0	0	0	0	0	R
jx17s48	0	0	1	0	0	0	0	0	0	0	R
jx17s76	0	0	1	0	0	0	0	0	0	1	R
jx17s78	0	0	0	0	1	1	0	0	0	1	R
jx17s8	1	0	0	0	0	0	0	0	0	0	R
jx17s80	0	0	1	0	0	0	0	0	0	0	R
jx17s82	0	0	1	0	0	0	0	0	0	0	R
jx17s83	0	0	1	0	0	0	0	0	0	0	R
jx17s84	0	0	1	0	0	0	0	0	0	0	R
jx17s86	0	0	1	0	0	0	0	0	0	0	R
jx18s21	0	0	0	0	0	0	0	0	0	0	R
jx18s22	0	0	0	0	0	0	0	1	0	1	R
jx18s34	0	0	0	0	0	0	0	0	0	0	R
jx18s52	1	0	0	0	0	0	0	1	0	0	R
jx18s54	0	0	0	0	0	0	0	0	0	0	R
jx18s74	0	1	0	0	0	0	0	0	0	1	R
jx18s77	0	0	1	0	0	0	0	0	0	0	R
jx18s84	0	0	0	0	0	0	0	0	0	0	R
jx18s89	1	0	0	0	0	0	0	0	0	0	R
jx18s90	0	0	0	0	0	0	0	0	0	1	R
jx19S1	0	1	0	0	0	0	0	0	0	1	R
jx19S101	0	0	0	1	0	1	0	0	0	1	R
jx19S136	1	0	0	0	0	0	0	0	0	0	R
jx19S140	0	0	0	1	0	1	0	0	0	1	R
jx19S141	0	0	0	0	0	0	0	0	0	0	R
jx19S143	0	0	0	0	0	1	1	0	0	0	R
jx19S145	0	0	0	0	0	1	1	0	0	0	R
jx19S170	0	0	0	0	1	1	0	0	0	1	R
jx19S18	0	0	0	0	0	1	0	0	0	1	R
jx19S191	1	0	0	0	0	1	0	0	0	1	R
jx19S192	0	0	0	1	0	1	0	0	0	1	R
jx19S193	0	0	0	0	0	0	0	0	0	0	R
jx19S42	1	0	0	0	0	0	0	0	0	0	R
jx19S52	1	0	0	0	0	0	0	0	0	1	R
jx19S68	0	0	0	0	1	1	0	0	0	1	R
jx19S70	1	0	0	0	0	0	0	0	0	1	R
jx19S71	0	0	1	0	0	0	0	0	0	0	R
jx19S72	0	0	1	0	0	0	0	0	0	0	R
jx19S74	1	0	0	0	0	1	0	0	0	1	R
jx19S81	1	0	0	0	0	0	0	0	0	0	R
jx19S82	1	0	0	0	0	0	0	0	0	0	R
jx19S98	0	0	0	0	0	1	0	1	0	1	R
jx20S108	1	0	0	0	0	1	0	0	0	0	R
jx20S114	0	1	0	0	0	0	0	0	0	0	R
jx20S115	1	0	0	0	0	1	0	0	0	0	R
jx20S119	0	0	0	0	1	1	0	1	0	1	R
jx20S120	0	0	1	0	0	0	0	0	0	0	R
jx20S124	0	0	0	0	1	1	0	0	0	1	R
jx20S144	0	0	0	0	0	0	0	0	1	0	R
jx20S146	1	0	0	0	0	0	0	0	0	0	R
jx20S151	1	0	0	0	0	0	0	0	0	0	R
jx20S153	1	0	0	0	0	0	0	0	0	0	R
jx20S173	1	0	0	0	0	0	0	0	0	0	R
jx20S185	0	0	0	1	0	1	0	0	0	1	R
jx20S22	0	0	0	0	0	0	0	0	0	0	R
jx20S23	0	0	0	0	0	0	0	0	0	0	R
jx20S27	0	0	1	0	0	0	0	0	0	0	R
jx20S68	0	0	1	0	0	0	0	0	0	0	R
jx20S80	1	0	0	0	0	0	0	0	0	0	R
jx20S81	0	0	0	0	1	0	0	0	0	0	R
jx20S86	0	0	1	0	0	1	0	0	0	1	R
jx20S88	0	0	1	0	0	0	0	0	0	1	R
ln19S5	1	0	0	0	0	0	0	0	0	0	R
ln21S2	0	0	0	0	0	1	0	0	0	1	R
ln21S22	1	0	0	0	0	0	0	0	0	0	R
ln21S4	0	1	0	0	0	0	0	0	0	0	R
ln21S45	1	0	0	0	0	0	0	0	0	0	R
ln21S53	0	0	0	0	0	0	0	0	0	0	R
lnS11	0	1	0	0	0	0	0	0	0	0	R
lnS16	0	0	0	0	0	1	0	0	0	1	R
lnS8	0	1	0	0	0	0	0	0	0	0	R
nm19S10	0	1	0	0	0	0	0	0	0	0	R
nm19S11	0	1	0	0	0	0	0	0	0	0	R
nm19S14	0	1	0	0	0	0	0	0	0	0	R
nm19S15	0	1	0	0	0	0	0	0	0	0	R
nm19S16	0	1	0	0	0	0	0	0	0	0	R
nm19S17	0	1	0	0	0	0	0	0	0	0	R
nm19S18	0	1	0	0	0	0	0	0	0	0	R
nmS22	0	0	1	0	0	0	0	0	0	1	R
nmS32	1	0	0	0	0	0	0	0	0	0	R
nx19S1	0	0	0	0	0	1	1	0	0	0	R
nx19S2	1	0	0	0	0	1	0	0	0	1	R
nx19S3	0	1	0	0	0	0	0	0	0	1	R
nxs6	0	0	0	0	0	0	0	0	0	0	R
qh19S11	0	0	0	0	0	0	0	0	0	1	R
qh19S13	0	0	1	0	0	0	0	0	0	0	R
qh19S25	0	1	0	0	0	0	0	0	0	0	R
qh19S27	0	0	0	0	0	0	0	0	0	0	R
qh19S28	0	1	0	0	0	0	0	0	0	0	R
qh19S29	0	0	0	0	0	0	0	0	0	0	R
qh20S14	0	0	0	0	0	1	0	0	0	1	R
qh20S27	1	0	0	0	0	0	0	0	0	0	R
qh21S12	0	1	0	0	0	0	0	0	0	0	R
qh21S45	1	0	0	0	0	0	0	0	0	0	R
qh21S46	0	1	0	0	0	0	0	0	0	0	R
qh21S49	1	0	0	0	0	0	0	0	0	0	R
qh21S50	1	0	0	0	0	0	0	0	0	0	R
qh21S52	1	0	0	0	0	0	0	0	0	0	R
qh21S53	0	1	0	0	0	0	0	0	0	0	R
qh21S55	0	1	0	0	0	0	0	0	0	0	R
qh22S14	0	1	0	0	0	0	0	0	0	1	R
qh22S26	1	0	0	0	0	1	0	0	0	0	R
qh22S27	0	1	0	0	0	0	0	0	0	0	R
qhS1	0	0	0	0	0	0	0	0	0	0	R
qhS10	0	1	0	0	0	0	0	0	0	0	R
qhS12	1	0	0	0	0	0	0	0	0	0	R
qhS13	0	1	0	0	0	0	0	0	0	0	R
qhS14	0	1	0	0	0	0	0	0	0	0	R
qhS15	0	0	1	0	0	0	0	0	0	0	R
qhS19	0	1	0	0	0	0	0	0	0	0	R
qhS23	0	0	0	0	0	0	0	0	0	0	R
qhS26	0	1	0	0	0	0	0	0	0	0	R
qhS28	0	1	0	0	0	0	0	0	0	0	R
qhS4	0	1	0	0	0	0	0	0	0	0	R
qhS5	0	1	0	0	0	0	0	0	0	0	R
qhS8	0	1	0	0	0	0	0	0	0	0	R
sc2019099	1	0	0	0	0	0	0	0	0	0	R
sc2019104	0	0	0	1	0	0	0	0	0	1	R
sc2019106	1	0	0	0	0	0	0	0	0	0	R
sc2019124	0	0	0	0	0	0	0	0	0	0	R
sc2019166	0	0	0	0	0	0	0	0	0	0	R
sc2019175	0	0	1	0	0	0	0	0	0	0	R
sc2019193	1	0	0	0	0	1	0	0	0	1	R
sc2019195	0	0	0	0	1	1	0	0	0	1	R
sc2019218	0	1	0	0	0	0	0	0	0	0	R
sc2019219	0	0	0	0	0	1	0	0	0	1	R
sc2019222	0	1	0	0	0	0	0	0	0	0	R
sc2019227	0	0	1	0	0	0	0	0	0	1	R
sc2019228	0	0	0	0	1	1	0	0	0	1	R
sc2019229	0	0	0	0	1	1	0	0	0	1	R
sc2019238	1	0	0	0	0	0	0	0	0	0	R
sc2019248	0	0	0	0	1	1	0	0	0	1	R
sc2019252	1	0	0	0	0	0	0	0	0	0	R
sc2019314	1	0	0	0	0	1	0	0	0	1	R
sc2019316	0	0	0	0	0	1	1	0	0	1	R
sc2019322	1	0	0	0	0	0	0	0	0	0	R
sc2019331	0	0	0	0	1	0	0	0	0	0	R
sc2019347	0	1	0	0	0	0	0	0	0	0	R
sc2019349	0	0	0	1	0	1	0	0	0	1	R
sc2019361	0	0	0	0	1	1	0	0	0	1	R
sc2019366	0	0	0	0	1	0	0	0	0	0	R
sc2019369	0	0	0	0	1	1	0	0	0	1	R
sc2019378	1	0	0	0	0	0	0	0	0	0	R
sc2019394	0	1	0	0	0	0	0	0	0	0	R
sc2019426	0	0	0	0	1	1	0	0	0	1	R
sc2019432	0	0	0	0	0	0	1	0	0	1	R
sc2019448	0	1	0	0	0	0	0	0	0	0	R
sc2019487	1	0	0	0	0	0	0	0	0	0	R
sc2019490	0	0	0	0	1	0	0	0	0	0	R
sc2019491	1	0	0	0	0	0	0	0	0	0	R
sc2019499	1	0	0	0	0	0	0	0	0	0	R
sc2019504	0	0	0	0	0	1	0	0	0	1	R
sc2019508	0	0	0	0	1	0	0	0	0	0	R
sc2019513	0	1	0	0	0	0	0	0	0	0	R
sc2019522	0	0	0	1	0	1	0	0	0	1	R
sc2019523	0	0	0	1	0	1	0	0	0	1	R
sc2019538	0	0	1	0	0	0	0	0	0	1	R
sc2019545	1	0	0	0	0	1	0	0	0	1	R
sc2019548	1	0	0	0	0	1	0	0	0	1	R
sc2019558	0	0	0	0	1	0	0	0	0	0	R
scS124	0	0	1	0	0	0	0	0	0	0	R
scS129	0	0	1	0	0	1	0	0	0	1	R
scS132	1	0	0	0	0	0	0	0	0	1	R
scS137	0	0	1	0	0	0	0	0	0	1	R
scS140	0	0	0	0	0	0	0	1	0	0	R
scS142	0	0	0	0	0	0	0	0	0	1	R
scS154	0	0	1	0	0	0	0	0	0	0	R
scS162	0	0	1	0	0	0	0	0	0	1	R
scS164	0	0	1	0	0	0	0	0	0	1	R
scS167	1	0	0	0	0	0	0	0	0	0	R
scS168	1	0	0	0	0	1	0	0	0	0	R
scS188	0	0	0	1	0	1	0	0	0	1	R
scS195	0	0	0	1	0	1	0	0	0	1	R
scS206	0	1	0	0	0	0	0	0	0	0	R
scS211	0	1	0	0	0	0	0	0	0	0	R
scS212	0	1	0	0	0	0	0	0	0	0	R
scS213	0	0	0	0	1	1	0	0	0	1	R
scS214	0	0	0	0	0	0	0	0	0	0	R
scS217	0	1	0	0	0	0	0	0	0	0	R
scS218	0	1	0	0	0	1	0	0	0	0	R
scS222	0	0	0	1	0	1	0	0	0	1	R
scS224	0	0	1	0	0	0	0	0	0	1	R
scS226	1	0	0	0	0	0	0	0	0	0	R
scS235	0	0	0	0	1	1	0	0	0	1	R
scS236	0	0	0	0	1	1	0	0	0	1	R
scS240	1	0	0	0	1	1	0	0	0	0	R
scS242	0	0	0	0	0	0	0	0	0	0	R
scS243	0	0	1	0	0	0	0	0	0	0	R
scS248	0	0	0	0	1	1	0	0	0	1	R
scS249	0	0	0	1	0	1	0	0	0	1	R
scS251	0	0	1	0	0	1	0	0	0	1	R
scS254	0	0	0	0	1	1	0	0	0	1	R
scS259	0	0	0	0	1	1	0	0	0	1	R
scS262	0	0	1	0	0	0	0	1	0	0	R
scS266	0	1	0	0	0	0	0	0	0	0	R
scS272	0	0	0	0	1	0	0	0	0	0	R
scS277	0	1	0	0	0	0	0	0	0	0	R
scS278	1	0	0	0	0	1	0	0	0	1	R
scS286	0	0	0	0	1	0	0	0	0	1	R
scS288	0	1	0	0	0	0	0	0	0	0	R
scS302	0	1	0	0	0	0	0	0	0	0	R
scS303	0	0	0	0	0	1	0	0	0	1	R
scS307	1	0	0	0	0	1	0	0	0	1	R
scS312	1	0	0	0	0	0	0	0	0	0	R
scS327	0	0	1	0	0	0	0	0	0	1	R
scS329	0	0	1	0	0	0	0	0	0	1	R
scS333	1	0	0	0	0	1	0	1	0	1	R
scS343	1	0	0	0	0	0	0	0	0	0	R
scS346	0	0	0	0	0	0	0	1	0	0	R
scS349	0	0	0	0	0	0	0	0	0	0	R
scS354	0	0	0	0	0	0	0	0	0	0	R
scS359	0	0	1	0	0	1	0	0	0	1	R
scS369	0	0	0	0	0	0	0	0	0	0	R
scS380	0	0	1	0	0	0	0	0	0	1	R
scS385	0	0	0	0	0	0	0	0	0	1	R
scS62	0	0	0	0	0	0	0	0	0	0	R
scS63	0	0	0	0	0	0	0	0	0	0	R
scS87	0	0	0	0	0	0	0	0	0	0	R
scS88	0	0	0	0	0	0	0	0	0	0	R
sd21S111	0	0	0	0	0	0	0	0	0	0	R
sd21S113	1	0	0	0	0	0	0	0	0	0	R
sd21S114	0	0	0	0	0	0	0	0	0	0	R
sd21S116	0	0	0	0	0	0	0	0	0	1	R
sd21S118	0	0	0	0	0	0	0	0	0	0	R
sd21S119	1	0	0	0	0	1	0	0	0	1	R
sd21S126	0	0	0	0	0	0	0	0	0	0	R
sd21S127	0	1	0	0	0	0	0	0	0	0	R
sd21S15	0	0	1	0	0	0	0	0	0	0	R
sd21S150	0	0	0	0	0	0	0	0	0	0	R
sd21S152	0	0	0	0	0	1	0	1	0	1	R
sd21S166	0	0	0	0	0	0	0	0	0	0	R
sd21S17	1	0	0	0	0	0	0	0	0	0	R
sd21S176	0	0	1	0	0	0	0	0	0	1	R
sd21S177	0	0	1	0	0	0	0	0	0	1	R
sd21S18	0	0	1	0	0	0	0	0	0	0	R
sd21S20	0	0	0	0	0	0	0	0	0	0	R
sd21S23	0	1	0	0	0	0	0	0	0	0	R
sd21S45	0	0	1	0	0	0	0	0	0	0	R
sd21S6	1	0	0	0	0	1	0	0	0	1	R
sd21S67	1	0	0	0	0	1	0	0	0	1	R
sd21S68	0	0	0	0	1	1	0	0	0	1	R
sd21S69	0	0	0	0	0	0	0	0	0	0	R
sd21S75	0	1	0	0	0	0	0	0	0	0	R
sd21S8	1	0	0	0	0	0	0	0	0	0	R
sd21S96	0	0	0	0	0	0	0	0	0	0	R
sdS13	1	0	0	0	0	0	0	0	0	0	R
sdS33	0	0	1	0	0	0	0	0	0	1	R
sdS47	0	0	1	0	0	0	0	0	0	1	R
sdS56	0	0	0	0	1	0	0	0	0	0	R
sdS63	1	0	0	0	0	0	0	0	0	0	R
sdS64	1	0	0	0	0	0	0	0	0	1	R
sdS67	0	0	0	0	1	1	0	0	0	1	R
sdS68	0	0	0	0	1	1	0	0	0	1	R
sdS72	1	0	0	0	0	0	0	0	0	1	R
sdS80	0	0	1	0	0	1	0	0	0	1	R
sh19S100	0	0	0	0	0	0	0	0	0	0	R
sh19S119	1	0	0	0	0	1	0	0	0	1	R
sh19S123	0	0	0	0	0	0	0	0	0	0	R
sh19S137	0	0	0	0	0	0	0	0	0	0	R
sh19S139	0	0	0	0	0	0	0	0	0	0	R
sh19S51	1	0	0	0	0	0	0	0	0	0	R
sh19S61	0	1	0	0	0	0	0	0	0	1	R
sh19S70	0	0	0	0	0	1	0	1	0	1	R
sh19S71	0	0	0	0	0	0	0	0	0	0	R
sh19S96	0	0	0	0	0	0	0	0	0	0	R
sh19S97	0	0	0	0	0	0	0	0	0	0	R
shS70	0	0	0	0	1	1	0	0	0	1	R
shS8	0	0	1	0	0	0	0	0	0	0	R
sn19S107	0	0	0	1	0	1	0	0	0	1	R
sn19S111	0	0	0	0	1	1	0	0	0	1	R
sn19S114	0	0	0	0	0	0	0	0	0	0	R
sn19S127	0	0	0	0	1	0	0	0	0	0	R
sn19S131	1	0	0	0	0	0	0	0	0	0	R
sn19S135	0	0	0	0	0	0	0	0	0	0	R
sn19S138	1	0	0	0	0	1	0	0	0	0	R
sn19S25	0	1	0	0	0	0	0	0	0	0	R
sn19S26	0	1	0	0	0	0	0	0	0	0	R
sn19S35	0	0	0	0	1	1	0	0	0	1	R
sn19S36	1	0	0	0	0	0	0	0	0	0	R
sn19S4	1	0	0	0	0	0	0	0	0	0	R
sn19S47	1	0	0	0	0	0	0	0	0	0	R
sn19S50	0	1	0	0	0	0	0	0	0	0	R
sn19S53	1	0	0	0	0	0	0	0	0	0	R
sn19S57	0	0	0	0	1	1	0	0	0	1	R
sn19S73	0	0	0	0	0	0	0	0	0	1	R
sn19S76	0	0	0	0	1	0	0	0	0	0	R
sn19S91	1	0	0	0	0	1	0	0	0	1	R
snS10	1	0	0	0	0	0	0	0	0	0	R
snS13	1	0	0	0	0	0	0	0	0	0	R
snS20	1	0	0	0	0	0	0	0	0	0	R
snS29	1	0	0	0	0	0	0	0	0	0	R
snS31	0	1	0	0	0	0	0	0	0	0	R
snS39	0	0	0	0	1	0	0	0	0	0	R
snS40	0	0	0	0	1	1	0	0	0	1	R
snS41	0	0	0	0	1	0	0	0	0	0	R
snS48	1	0	0	0	0	0	0	0	0	0	R
snS49	0	1	0	0	0	0	0	0	0	0	R
snS8	0	0	0	1	0	1	0	0	0	1	R
sx19S24	0	0	1	0	0	0	0	0	0	1	R
sx19S33	0	0	0	0	0	0	0	0	0	0	R
sx19S36	0	0	0	0	0	0	0	0	0	0	R
sx19S45	0	0	0	0	0	0	0	0	0	0	R
sx19S49	0	0	1	0	0	0	0	0	0	1	R
sx19S50	0	0	1	0	0	0	0	0	0	1	R
sx19S62	1	0	0	0	0	0	0	0	0	0	R
sx20S22	1	0	0	0	0	0	0	0	0	0	R
sx20S26	0	0	1	0	0	0	0	0	0	1	R
sx20S27	0	0	1	0	0	0	0	0	0	1	R
sx20S50	0	0	1	0	0	0	0	0	0	1	R
sx20S53	0	0	1	0	0	0	0	0	0	1	R
sx20S75	0	0	0	1	0	0	0	0	0	1	R
sx21S1	0	1	0	0	0	0	0	0	0	0	R
sx21S100	1	0	0	0	0	0	0	0	0	0	R
sx21S102	1	0	0	0	0	0	0	0	0	0	R
sx21S107	0	1	0	0	0	0	0	0	0	0	R
sx21S109	1	0	0	0	0	1	0	0	0	0	R
sx21S111	0	1	0	0	0	0	0	0	0	0	R
sx21S112	0	0	0	0	0	0	0	0	0	0	R
sx21S117	0	0	1	0	0	0	0	0	0	0	R
sx21S120	0	0	1	0	0	0	0	0	0	0	R
sx21S124	1	0	0	0	0	0	0	0	0	0	R
sx21S132	0	0	1	0	0	0	0	0	0	0	R
sx21S133	0	0	1	0	0	0	0	0	0	0	R
sx21S134	0	0	1	0	0	0	0	0	0	0	R
sx21S141	1	0	0	0	0	1	0	0	0	0	R
sx21S142	0	0	0	0	0	0	0	0	0	0	R
sx21S146	0	0	0	0	0	0	0	0	0	0	R
sx21S147	1	0	0	0	0	1	0	0	0	0	R
sx21S15	0	1	0	0	0	0	0	0	0	0	R
sx21S150	0	0	0	0	0	0	0	0	0	0	R
sx21S151	1	0	0	0	0	0	0	0	0	0	R
sx21S152	0	1	0	0	0	0	0	0	0	0	R
sx21S155	1	0	0	0	0	0	0	0	0	0	R
sx21S157	0	0	0	0	1	1	0	0	0	1	R
sx21S158	0	0	0	0	1	1	0	0	0	1	R
sx21S160	0	0	0	0	0	0	0	0	0	0	R
sx21S166	0	0	0	0	0	0	0	0	0	0	R
sx21S167	0	0	0	0	0	0	0	0	0	0	R
sx21S169	0	0	0	0	0	0	0	0	0	0	R
sx21S171	0	0	0	0	0	0	0	0	0	0	R
sx21S177	0	0	0	0	0	0	0	0	0	0	R
sx21S26	0	0	1	0	0	0	0	0	0	1	R
sx21S30	0	1	0	0	0	0	0	0	0	0	R
sx21S47	0	0	0	1	0	1	0	0	0	1	R
sx21S74	1	0	0	0	0	1	0	0	0	0	R
sx21S85	1	0	0	0	0	0	0	0	0	0	R
sx21S94	0	0	1	0	0	0	0	0	0	0	R
sxs29	1	0	0	0	0	0	0	0	0	0	R
sxs5	1	0	0	0	0	0	0	0	0	0	R
sxs6	0	0	1	0	0	0	0	0	0	1	R
tj19S10	1	0	0	0	0	0	0	0	0	0	R
tj19S13	1	0	0	0	0	0	0	0	0	0	R
tj19S17	0	0	1	0	0	0	0	0	0	1	R
tj19S34	0	0	0	0	0	0	0	0	0	0	R
tj19S47	0	0	0	0	0	0	0	0	0	0	R
tj19S67	0	0	0	0	0	0	0	0	0	0	R
tj19S68	0	0	0	0	0	0	0	0	0	0	R
tj19S71	0	0	0	0	0	0	0	0	0	0	R
tj19S78	1	0	0	0	0	0	0	0	0	0	R
tj19S90	0	0	0	0	0	0	0	0	0	0	R
tj19S92	0	0	0	0	0	0	0	0	0	0	R
tj19S93	0	0	0	0	0	0	0	0	0	0	R
tj19S95	0	0	0	0	0	0	0	0	0	0	R
tj19S98	1	0	0	0	0	0	0	0	0	0	R
tjS12	0	0	0	0	0	1	1	0	0	0	R
tjS21	0	0	0	0	0	1	1	0	0	0	R
tjS22	0	0	0	0	0	1	1	0	0	0	R
tjS3	0	0	0	0	0	0	0	0	0	0	R
tjS38	0	1	0	0	0	0	0	0	0	0	R
tjS45	1	0	0	0	0	0	0	0	0	0	R
xj19S14	1	0	0	0	0	0	0	0	0	0	R
xj19S15	1	0	0	0	0	0	0	0	0	0	R
xj19S19	1	0	0	0	0	0	0	0	0	1	R
xj19S24	0	1	0	0	0	0	0	0	0	1	R
xjs19	1	0	0	0	0	0	0	0	0	0	R
xjs5	1	0	0	0	0	0	0	0	0	0	R
xjs8	1	0	0	0	0	0	0	0	0	0	R
yn19S10	1	0	0	0	0	1	0	1	0	1	R
yn19S11	0	0	0	0	0	0	1	0	0	0	R
yn19S112	0	0	0	0	0	1	1	0	0	1	R
yn19S115	0	0	0	0	0	0	0	0	0	0	R
yn19S117	1	0	0	0	0	0	0	0	0	0	R
yn19S119	1	0	0	0	0	0	0	0	0	0	R
yn19S124	1	0	0	0	0	0	0	0	0	0	R
yn19S13	0	0	0	0	0	0	1	0	0	0	R
yn19S139	1	0	0	0	0	0	0	0	0	0	R
yn19S140	0	0	1	0	0	1	0	0	0	1	R
yn19S144	1	0	0	0	0	0	0	0	0	0	R
yn19S153	0	1	0	0	0	0	0	0	0	0	R
yn19S157	0	0	0	0	0	0	0	0	0	0	R
yn19S158	0	0	0	0	0	0	0	0	0	0	R
yn19S161	0	0	0	0	0	0	0	0	0	0	R
yn19S166	1	0	0	0	0	0	0	0	0	0	R
yn19S169	1	0	0	0	0	0	0	0	0	0	R
yn19S173	1	0	0	0	0	0	0	0	0	0	R
yn19S23	0	0	0	0	1	0	0	0	0	0	R
yn19S46	0	1	0	0	0	1	0	0	0	1	R
yn19S54	0	0	1	0	0	0	0	0	0	0	R
yn19S55	0	0	1	0	0	0	0	0	0	1	R
yn19S58	1	0	0	0	0	0	0	0	0	0	R
yn19S7	1	0	0	0	0	0	0	0	0	0	R
yn19S80	0	1	0	0	0	0	0	0	0	0	R
yn19S81	0	0	0	0	1	1	0	0	0	1	R
yn19S83	0	0	1	0	0	1	0	0	0	1	R
yn19S86	0	0	0	0	0	0	1	0	0	0	R
yn19S87	0	0	0	0	0	0	1	0	0	0	R
yn19S88	0	0	1	0	0	0	0	0	0	0	R
yn19S9	1	0	0	0	0	0	0	0	0	0	R
yn19S98	0	0	1	0	0	1	0	0	0	1	R
yn19S99	1	0	0	0	0	0	0	0	0	0	R
yn20S101	0	0	0	1	0	0	0	0	0	1	R
yn20S112	1	0	0	0	0	0	0	0	0	0	R
yn20S114	0	0	1	0	0	0	0	0	0	1	R
yn20S121	1	0	0	0	0	1	0	0	0	0	R
yn20S122	1	0	0	0	0	0	0	0	0	1	R
yn20S142	0	0	0	0	0	0	0	0	0	0	R
yn20S152	1	0	0	0	0	0	0	0	0	0	R
yn20S161	1	0	0	0	0	1	0	0	0	1	R
yn20S181	0	0	0	0	0	1	0	1	0	1	R
yn20S182	0	0	0	0	0	0	0	0	0	0	R
yn20S183	1	0	0	0	0	0	0	0	0	0	R
yn20S184	0	0	0	0	0	0	0	0	0	0	R
yn20S187	0	0	0	0	0	0	0	0	0	0	R
yn20S200	0	0	0	0	0	0	0	0	0	0	R
yn20S209	0	0	0	0	0	0	0	0	0	0	R
yn20S21	1	0	0	0	0	0	0	0	0	0	R
yn20S210	0	0	0	0	0	0	0	0	0	0	R
yn20S212	0	0	0	0	0	0	0	0	0	0	R
yn20S215	1	0	0	0	0	1	0	0	0	0	R
yn20S221	0	0	0	0	0	0	0	1	0	0	R
